phi,mean,maxi,const
1.20,0.248963,0.776371,7.60
0.90,0.443344,0.864134,7.60
1.40,0.091049,0.581009,7.60
1.30,0.177784,0.723291,7.60
1.60,-0.035879,0.374714,7.60
1.50,0.019987,0.376681,7.60
1.70,-0.108254,0.282079,7.60
1.80,-0.197805,0.148697,7.60
1.00,0.379060,0.853045,7.60
1.90,-0.273330,0.019181,7.60
2.10,-0.384819,0.032621,7.60
2.20,-0.440412,-0.065012,7.60
2.30,-0.485031,-0.148190,7.60
0.20,0.287381,0.817228,7.60
0.00,0.000000,-0.000000,7.60
0.10,0.152137,0.436306,7.60
0.50,0.500492,0.855871,7.60
2.40,-0.528917,-0.217228,7.60
0.30,0.380455,0.736101,7.60
2.50,-0.549372,-0.237939,7.60
2.60,-0.551635,-0.215099,7.60
0.40,0.469510,0.977927,7.60
2.80,-0.444783,-0.181722,7.50
3.50,0.445902,0.856585,7.60
3.60,0.526089,0.903940,7.60
2.70,-0.518169,-0.160233,7.60
2.90,-0.355130,-0.099310,7.60
3.40,0.372478,0.728440,7.60
3.30,0.255724,0.571250,7.60
3.00,-0.235180,-0.024582,7.60
2.80,-0.440102,-0.184758,7.60
3.90,0.523401,0.896345,7.60
3.80,0.544753,0.921889,7.60
4.00,0.475811,0.882387,7.60
4.10,0.433373,0.971986,7.60
4.20,0.376347,0.933335,7.60
4.30,0.319629,0.807146,7.60
2.00,-0.331962,0.072979,7.60
4.50,0.184129,0.670069,7.60
4.60,0.094597,0.638389,7.60
4.40,0.256993,0.724781,7.60
3.70,0.553698,0.917553,7.60
4.70,0.025276,0.647076,7.60
3.20,0.115355,0.343660,7.60
3.10,-0.081012,-0.012832,7.60
5.80,-0.494156,-0.115780,7.60
5.90,-0.458125,-0.114472,7.60
6.10,-0.263127,0.373685,7.60
6.00,-0.370387,0.037658,7.60
0.00,0.000000,-0.000000,7.70
6.20,-0.124105,0.276009,7.60
0.10,0.151422,0.474488,7.70
0.20,0.290785,0.612605,7.70
0.30,0.387499,0.800287,7.70
0.40,0.466371,0.764608,7.70
0.50,0.503371,0.870064,7.70
0.60,0.525451,0.948529,7.60
0.60,0.537159,0.970837,7.70
0.70,0.535745,0.955703,7.70
5.20,-0.323135,0.263367,7.60
5.30,-0.387125,0.445656,7.60
0.90,0.441725,0.845993,7.70
1.00,0.372883,0.837395,7.70
0.80,0.497025,0.917876,7.70
4.80,-0.030239,0.632871,7.60
5.10,-0.260369,0.306471,7.60
4.90,-0.104807,0.513461,7.60
5.60,-0.536590,-0.121770,7.60
5.00,-0.191141,0.405742,7.60
5.70,-0.523620,-0.151656,7.60
5.50,-0.507456,0.125582,7.60
5.40,-0.454367,0.330019,7.60
1.10,0.307986,0.816089,7.70
1.30,0.172779,0.712738,7.70
1.20,0.244816,0.765723,7.70
1.70,-0.105602,0.287957,7.70
1.80,-0.194278,0.166777,7.70
1.90,-0.268137,0.053948,7.70
2.00,-0.326646,0.076249,7.70
1.50,0.019918,0.381843,7.70
1.60,-0.035530,0.379659,7.70
2.70,-0.520239,-0.148573,7.70
2.60,-0.549567,-0.217875,7.70
2.90,-0.354848,-0.099555,7.70
2.80,-0.416672,-0.174149,7.70
3.30,0.257547,0.491870,7.70
2.10,-0.381330,0.029883,7.70
2.20,-0.436325,-0.061685,7.70
2.40,-0.522767,-0.208656,7.70
2.30,-0.478637,-0.136545,7.70
3.20,0.113971,0.268779,7.70
3.40,0.374232,0.824835,7.70
3.50,0.439928,0.863934,7.70
3.60,0.526235,0.918459,7.70
3.70,0.554705,0.949350,7.70
3.90,0.515818,0.870668,7.70
4.00,0.473731,0.889255,7.70
3.10,-0.079839,-0.007663,7.70
3.80,0.545924,0.931596,7.70
1.40,0.090859,0.580225,7.70
3.00,-0.233086,-0.025877,7.70
4.60,0.091781,0.628760,7.70
4.50,0.182474,0.674944,7.70
4.40,0.256318,0.741008,7.70
4.90,-0.102628,0.538583,7.70
4.80,-0.028557,0.659887,7.70
4.70,0.025481,0.665903,7.70
2.50,-0.548687,-0.231651,7.70
5.00,-0.191666,0.350136,7.70
5.10,-0.257537,0.335349,7.70
5.20,-0.318870,0.238415,7.70
5.30,-0.384414,0.493894,7.70
5.40,-0.449363,0.338505,7.70
5.60,-0.536203,-0.111930,7.70
5.50,-0.504107,0.100243,7.70
0.00,0.000000,-0.000000,7.80
0.10,0.151491,0.356369,7.80
0.20,0.304619,0.924459,7.80
4.10,0.425440,0.917011,7.70
4.30,0.317661,0.825643,7.70
4.20,0.372873,0.941060,7.70
5.70,-0.533082,-0.136435,7.70
5.80,-0.497487,-0.121491,7.70
5.90,-0.477149,-0.166882,7.70
6.00,-0.371558,-0.001845,7.70
0.30,0.383637,0.806048,7.80
0.50,0.504126,0.847977,7.80
0.80,0.495030,0.938882,7.80
0.70,0.531218,0.969525,7.80
0.90,0.436653,0.873506,7.80
6.20,-0.123377,0.261918,7.70
6.10,-0.275656,0.106781,7.70
1.20,0.241789,0.779993,7.80
1.40,0.086693,0.578505,7.80
1.60,-0.034660,0.384501,7.80
1.50,0.018243,0.379252,7.80
1.90,-0.266001,0.067487,7.80
1.70,-0.104581,0.299099,7.80
1.80,-0.192510,0.172535,7.80
1.30,0.171524,0.743036,7.80
2.50,-0.544264,-0.229256,7.80
2.40,-0.519971,-0.224216,7.80
2.60,-0.544362,-0.214601,7.80
2.70,-0.520936,-0.151364,7.80
2.20,-0.433758,-0.061616,7.80
2.30,-0.471380,-0.141682,7.80
2.00,-0.320127,0.083442,7.80
2.10,-0.378156,0.043523,7.80
3.00,-0.240383,-0.032095,7.80
2.90,-0.358489,-0.095433,7.80
3.40,0.380161,0.978912,7.80
3.10,-0.078068,-0.013079,7.80
3.30,0.259062,0.479078,7.80
3.20,0.108385,0.195851,7.80
2.80,-0.458726,-0.170574,7.80
3.60,0.528751,0.910583,7.80
3.70,0.548207,0.915058,7.80
0.60,0.524960,0.956711,7.80
3.50,0.446913,0.902926,7.80
0.40,0.492789,0.892203,7.80
3.90,0.517740,0.865036,7.80
1.00,0.367939,0.816612,7.80
4.50,0.179605,0.669748,7.80
4.60,0.089801,0.629469,7.80
4.70,0.024320,0.663527,7.80
4.90,-0.101941,0.494466,7.80
5.00,-0.185146,0.396105,7.80
5.20,-0.314975,0.359781,7.80
5.10,-0.252339,0.319718,7.80
3.80,0.541960,0.944679,7.80
5.30,-0.374696,0.584353,7.80
4.80,-0.030970,0.630872,7.80
5.40,-0.447039,0.345262,7.80
5.50,-0.505194,0.063040,7.80
4.00,0.462578,0.840405,7.80
1.10,0.304186,0.849793,7.80
4.10,0.423608,0.961102,7.80
4.20,0.368586,0.916366,7.80
4.30,0.312438,0.796213,7.80
6.10,-0.266391,0.394048,7.80
0.00,0.000000,-0.000000,7.90
6.20,-0.137524,0.125753,7.80
0.10,0.146095,0.572478,7.90
0.20,0.300269,0.674589,7.90
0.30,0.318669,0.542913,7.90
0.50,0.500463,0.888989,7.90
0.40,0.502090,0.866402,7.90
4.40,0.254355,0.747695,7.80
1.20,0.241015,0.772865,7.90
1.30,0.167515,0.717579,7.90
1.70,-0.101422,0.303263,7.90
1.40,0.085153,0.581191,7.90
1.50,0.018075,0.390677,7.90
1.80,-0.188699,0.168005,7.90
1.60,-0.035183,0.383887,7.90
1.90,-0.261397,0.057969,7.90
6.00,-0.358806,0.042679,7.80
5.60,-0.533623,-0.083519,7.80
5.90,-0.470637,-0.170722,7.80
5.80,-0.499117,-0.113131,7.80
5.70,-0.523218,-0.150122,7.80
0.60,0.530874,0.958355,7.90
0.70,0.531387,0.971131,7.90
1.00,0.365809,0.801679,7.90
2.60,-0.544203,-0.191695,7.90
2.70,-0.523323,-0.150139,7.90
2.80,-0.444744,-0.181971,7.90
2.90,-0.361009,-0.097334,7.90
3.30,0.258681,0.476401,7.90
2.00,-0.316070,0.091433,7.90
2.10,-0.372586,0.042194,7.90
0.90,0.431474,0.864627,7.90
2.20,-0.426186,-0.053195,7.90
2.30,-0.467788,-0.138757,7.90
1.10,0.300944,0.888408,7.90
3.20,0.109033,0.200408,7.90
3.40,0.373755,0.784064,7.90
3.50,0.445341,0.855051,7.90
3.60,0.527951,0.897413,7.90
3.70,0.546155,0.920857,7.90
3.10,-0.078118,-0.014248,7.90
3.90,0.509475,0.872267,7.90
4.00,0.456953,0.827357,7.90
0.80,0.492263,0.952392,7.90
3.80,0.540569,0.954404,7.90
3.00,-0.241856,-0.035713,7.90
4.10,0.416192,0.910258,7.90
5.40,-0.445215,0.322595,7.90
4.90,-0.098746,0.523641,7.90
5.00,-0.178701,0.421168,7.90
5.10,-0.247449,0.329293,7.90
5.20,-0.309457,0.429405,7.90
4.70,0.025605,0.690157,7.90
4.80,-0.030084,0.648232,7.90
5.30,-0.376104,0.498511,7.90
5.50,-0.497554,0.083837,7.90
5.70,-0.526826,-0.133845,7.90
5.80,-0.497292,-0.115752,7.90
2.40,-0.517758,-0.200900,7.90
2.50,-0.544706,-0.246748,7.90
4.50,0.175415,0.664724,7.90
4.30,0.306818,0.810517,7.90
4.40,0.251172,0.750149,7.90
4.20,0.365707,0.906390,7.90
0.40,0.493071,0.884722,8.00
0.60,0.527373,0.964199,8.00
0.50,0.509696,0.868179,8.00
0.70,0.524786,0.980311,8.00
0.80,0.486447,0.936586,8.00
1.00,0.359330,0.801948,8.00
1.10,0.295823,0.840241,8.00
4.60,0.088221,0.644844,7.90
0.90,0.430949,0.861595,8.00
1.50,0.018426,0.389876,8.00
1.30,0.164268,0.696903,8.00
1.40,0.084647,0.586163,8.00
1.60,-0.033883,0.399135,8.00
1.70,-0.099724,0.313740,8.00
1.80,-0.186595,0.152805,8.00
1.90,-0.255787,0.066300,8.00
1.20,0.236923,0.785577,8.00
0.00,0.000000,-0.000000,8.00
0.10,0.155096,0.454560,8.00
6.20,-0.127942,0.132483,7.90
5.90,-0.470700,-0.163652,7.90
6.00,-0.380066,-0.118728,7.90
6.10,-0.262005,0.677358,7.90
0.30,0.352136,0.556261,8.00
0.20,0.290734,0.625006,8.00
3.00,-0.258641,-0.023098,8.00
2.90,-0.362216,-0.054695,8.00
2.80,-0.422996,-0.176209,8.00
3.10,-0.077665,-0.013016,8.00
2.10,-0.370912,0.043217,8.00
2.20,-0.418840,-0.047890,8.00
2.40,-0.511838,-0.204937,8.00
2.30,-0.464430,-0.144495,8.00
3.50,0.466455,0.890414,8.00
3.40,0.376230,0.698967,8.00
5.60,-0.532053,-0.080379,7.90
3.60,0.535947,0.879682,8.00
3.30,0.263768,0.519625,8.00
3.70,0.555020,0.957574,8.00
3.90,0.505317,0.881768,8.00
3.80,0.538897,0.951538,8.00
4.10,0.411318,0.898372,8.00
4.20,0.363038,0.926188,8.00
4.00,0.455679,0.837889,8.00
3.20,0.110002,0.186885,8.00
2.00,-0.315243,0.088168,8.00
2.60,-0.554035,-0.201293,8.00
2.70,-0.529191,-0.158557,8.00
4.30,0.302828,0.839189,8.00
4.70,0.025538,0.655590,8.00
4.50,0.172259,0.675814,8.00
4.80,-0.028054,0.660188,8.00
4.60,0.086287,0.630712,8.00
4.90,-0.097243,0.490843,8.00
5.00,-0.175457,0.446420,8.00
5.10,-0.243366,0.332444,8.00
5.20,-0.308794,0.354560,8.00
5.60,-0.529527,-0.059527,8.00
5.50,-0.496922,0.038239,8.00
5.30,-0.371703,0.571928,8.00
2.50,-0.541102,-0.235862,8.00
0.00,0.000000,-0.000000,8.10
0.30,0.324296,0.635656,8.10
0.10,0.154599,0.607935,8.10
0.20,0.292229,0.591649,8.10
6.20,-0.127245,0.235395,8.00
0.60,0.529490,0.929633,8.10
0.50,0.503947,0.895251,8.10
0.40,0.482652,0.962406,8.10
0.70,0.522195,0.975423,8.10
0.90,0.425332,0.853936,8.10
1.10,0.292680,0.818730,8.10
1.00,0.354756,0.796560,8.10
1.20,0.234388,0.765597,8.10
1.40,0.082616,0.576535,8.10
1.30,0.159926,0.731060,8.10
0.80,0.487737,0.939599,8.10
4.40,0.248399,0.744320,8.00
6.00,-0.310259,0.526194,8.00
5.80,-0.504045,-0.153049,8.00
5.70,-0.522934,-0.150761,8.00
5.90,-0.435841,0.212936,8.00
6.10,-0.278887,0.513150,8.00
1.50,0.017995,0.392713,8.10
1.60,-0.032330,0.394944,8.10
1.70,-0.097925,0.318784,8.10
1.90,-0.252663,0.086232,8.10
2.00,-0.313012,0.101540,8.10
1.80,-0.182999,0.182312,8.10
2.30,-0.458539,-0.131066,8.10
2.20,-0.414060,-0.058785,8.10
3.10,-0.080440,-0.019323,8.10
2.50,-0.541169,-0.220930,8.10
2.40,-0.504396,-0.200887,8.10
3.00,-0.266771,-0.045378,8.10
2.90,-0.362524,-0.091237,8.10
2.80,-0.439622,-0.186061,8.10
3.30,0.294172,0.592596,8.10
3.40,0.379582,0.853752,8.10
3.50,0.462653,0.863477,8.10
3.60,0.533704,0.875887,8.10
3.80,0.537361,0.950044,8.10
3.70,0.550986,0.957238,8.10
4.00,0.453434,0.834968,8.10
4.10,0.409751,0.903704,8.10
2.10,-0.367509,0.046800,8.10
3.90,0.499272,0.876451,8.10
4.20,0.359943,0.914523,8.10
5.40,-0.439492,0.336483,8.00
3.20,0.112557,0.167741,8.10
2.60,-0.550692,-0.198154,8.10
4.40,0.244168,0.742517,8.10
4.50,0.169883,0.668518,8.10
5.00,-0.173758,0.424650,8.10
5.10,-0.240901,0.439091,8.10
5.20,-0.298421,0.539442,8.10
4.80,-0.027208,0.685139,8.10
4.90,-0.094816,0.553920,8.10
5.40,-0.437449,0.323103,8.10
5.50,-0.494507,0.060264,8.10
5.60,-0.527271,-0.047277,8.10
5.30,-0.366247,0.638140,8.10
5.70,-0.517547,-0.125954,8.10
5.80,-0.507070,-0.171180,8.10
5.90,-0.420455,0.382443,8.10
6.00,-0.339213,0.432648,8.10
6.10,-0.277983,0.432479,8.10
6.20,-0.127592,0.145048,8.10
2.70,-0.528458,-0.168487,8.10
0.00,0.000000,-0.000000,8.20
0.10,0.153310,0.539258,8.20
0.20,0.303373,0.602244,8.20
0.30,0.361569,0.612224,8.20
0.40,0.459884,0.822090,8.20
4.30,0.301641,0.815581,8.10
0.70,0.520563,0.973895,8.20
0.60,0.533832,0.965428,8.20
0.80,0.479880,0.928181,8.20
0.90,0.422196,0.845539,8.20
1.00,0.350437,0.805254,8.20
1.10,0.290307,0.871286,8.20
0.50,0.513072,0.923115,8.20
4.70,0.025087,0.690148,8.10
4.60,0.083959,0.635020,8.10
2.90,-0.356368,-0.051870,8.20
3.00,-0.270761,-0.055127,8.20
3.10,-0.085223,-0.003453,8.20
3.20,0.117204,0.182411,8.20
3.30,0.289716,0.585811,8.20
3.90,0.498706,0.887835,8.20
3.80,0.540423,0.972772,8.20
3.40,0.376520,0.739270,8.20
2.60,-0.550403,-0.198185,8.20
2.50,-0.540653,-0.223002,8.20
2.70,-0.525768,-0.167034,8.20
3.60,0.536498,0.870084,8.20
3.70,0.556151,0.964360,8.20
4.00,0.453636,0.853129,8.20
2.40,-0.501251,-0.210361,8.20
3.50,0.439807,0.881478,8.20
2.00,-0.310427,0.107649,8.20
1.50,0.019959,0.398347,8.20
1.40,0.082780,0.588492,8.20
1.20,0.230941,0.771124,8.20
1.30,0.156513,0.702646,8.20
1.60,-0.032557,0.413866,8.20
1.70,-0.095266,0.324873,8.20
1.80,-0.179759,0.184471,8.20
1.90,-0.250880,0.074482,8.20
2.10,-0.364782,0.048907,8.20
2.30,-0.457861,-0.138554,8.20
4.30,0.300631,0.871527,8.20
2.20,-0.411895,-0.046286,8.20
4.10,0.403409,0.905537,8.20
4.40,0.240756,0.742005,8.20
5.10,-0.239977,0.405976,8.20
5.00,-0.171084,0.435731,8.20
5.20,-0.297615,0.456202,8.20
5.30,-0.362116,0.599325,8.20
5.40,-0.433566,0.306626,8.20
5.50,-0.489835,0.076049,8.20
5.60,-0.521799,-0.005986,8.20
5.70,-0.517149,-0.121319,8.20
2.80,-0.467318,-0.147694,8.20
4.60,0.082544,0.655762,8.20
5.80,-0.507400,-0.165832,8.20
4.50,0.167425,0.662880,8.20
0.00,0.000000,-0.000000,8.30
0.30,0.326058,0.781052,8.30
0.10,0.156368,0.501373,8.30
0.20,0.315845,0.780581,8.30
0.40,0.441668,0.925927,8.30
0.50,0.509783,0.899230,8.30
5.90,-0.405966,0.703119,8.20
6.00,-0.337075,0.569861,8.20
0.60,0.531209,0.949621,8.30
4.80,-0.027881,0.667911,8.20
4.70,0.023538,0.683462,8.20
6.20,-0.129153,0.137932,8.20
4.20,0.356002,0.926708,8.20
1.60,-0.031262,0.411829,8.30
1.50,0.015570,0.387201,8.30
1.00,0.346586,0.810856,8.30
1.10,0.283226,0.824268,8.30
0.80,0.476464,0.933214,8.30
0.70,0.517567,0.947229,8.30
0.90,0.417040,0.850013,8.30
1.30,0.156683,0.708171,8.30
6.10,-0.267557,0.562956,8.20
1.20,0.224671,0.763927,8.30
1.70,-0.093822,0.320471,8.30
1.80,-0.176422,0.187355,8.30
1.90,-0.247368,0.079780,8.30
1.40,0.080658,0.585699,8.30
3.30,0.299137,0.611416,8.30
3.40,0.382723,0.876684,8.30
2.10,-0.359975,0.049316,8.30
3.60,0.535983,0.892517,8.30
3.70,0.558396,0.984438,8.30
4.90,-0.094637,0.527503,8.20
4.00,0.448345,0.852924,8.30
3.50,0.441905,0.909170,8.30
3.00,-0.269004,-0.048567,8.30
3.10,-0.094198,0.016433,8.30
2.30,-0.454879,-0.146134,8.30
2.50,-0.534641,-0.238258,8.30
2.40,-0.502422,-0.209929,8.30
2.20,-0.406938,-0.053073,8.30
2.70,-0.529020,-0.169712,8.30
2.80,-0.432079,-0.139596,8.30
2.60,-0.553302,-0.210146,8.30
2.90,-0.365163,-0.027405,8.30
3.90,0.494358,0.841127,8.30
4.60,0.080559,0.632073,8.30
4.70,0.021765,0.688528,8.30
4.80,-0.027355,0.671917,8.30
4.90,-0.092689,0.523330,8.30
4.40,0.237016,0.742128,8.30
5.00,-0.171526,0.425530,8.30
5.10,-0.233028,0.462451,8.30
4.50,0.164600,0.644132,8.30
2.00,-0.306964,0.109015,8.30
5.20,-0.293634,0.593665,8.30
5.30,-0.362049,0.591262,8.30
5.40,-0.427729,0.287447,8.30
0.20,0.301613,0.870082,8.40
5.80,-0.516576,-0.165319,8.30
5.90,-0.394972,0.658994,8.30
6.00,-0.360427,0.549139,8.30
6.10,-0.282201,0.311279,8.30
0.30,0.354655,0.686335,8.40
4.10,0.402154,0.911354,8.30
5.50,-0.485105,0.098944,8.30
0.00,0.000000,-0.000000,8.40
6.20,-0.126130,0.202930,8.30
0.10,0.158625,0.650765,8.40
3.20,0.126042,0.259555,8.30
5.70,-0.523285,-0.124672,8.30
5.60,-0.521823,0.000420,8.30
4.30,0.297944,0.871237,8.30
0.60,0.530983,0.961344,8.40
0.90,0.411183,0.854446,8.40
1.00,0.338879,0.811017,8.40
4.20,0.351603,0.911048,8.30
0.80,0.471736,0.928134,8.40
1.10,0.276982,0.855091,8.40
1.40,0.077333,0.579438,8.40
1.20,0.219840,0.797561,8.40
1.30,0.153402,0.711155,8.40
3.80,0.533649,0.951785,8.30
0.50,0.521223,0.903719,8.40
2.30,-0.452269,-0.136425,8.40
2.40,-0.497576,-0.193634,8.40
1.60,-0.031127,0.409896,8.40
1.50,0.013950,0.394648,8.40
1.70,-0.092906,0.331278,8.40
2.50,-0.534736,-0.223731,8.40
2.60,-0.553772,-0.182635,8.40
2.70,-0.522546,-0.181184,8.40
0.40,0.422602,0.686604,8.40
2.20,-0.404117,-0.049652,8.40
1.80,-0.174136,0.182039,8.40
4.00,0.444900,0.839087,8.40
4.10,0.396141,0.902233,8.40
4.30,0.294783,0.814839,8.40
4.40,0.231449,0.715381,8.40
4.50,0.161027,0.646075,8.40
2.00,-0.303267,0.115516,8.40
2.80,-0.435649,-0.083829,8.40
5.00,-0.164561,0.527562,8.40
5.10,-0.231423,0.482139,8.40
4.20,0.346284,0.908892,8.40
4.90,-0.089924,0.498101,8.40
4.80,-0.026933,0.654158,8.40
5.20,-0.288249,0.744718,8.40
5.30,-0.356717,0.601373,8.40
0.70,0.517674,0.967867,8.40
5.40,-0.422765,0.280839,8.40
3.80,0.529406,0.956734,8.40
3.70,0.557111,0.968486,8.40
2.90,-0.388113,-0.019018,8.40
3.00,-0.262894,-0.050042,8.40
3.20,0.132036,0.250277,8.40
3.10,-0.097948,0.049156,8.40
3.40,0.402999,0.781366,8.40
3.30,0.286736,0.452537,8.40
3.50,0.462756,0.919465,8.40
3.60,0.532294,0.945610,8.40
5.90,-0.393905,0.444368,8.40
4.70,0.020857,0.698915,8.40
5.80,-0.526753,-0.158213,8.40
3.90,0.489371,0.869053,8.40
5.60,-0.517750,0.007832,8.40
6.20,-0.127595,0.212424,8.40
0.20,0.309597,0.631872,8.50
4.60,0.079230,0.643275,8.40
6.00,-0.339534,0.357795,8.40
0.00,0.000000,-0.000000,8.50
0.10,0.159596,0.664917,8.50
2.10,-0.355162,0.055613,8.40
0.40,0.416228,0.668014,8.50
0.50,0.527996,0.930143,8.50
0.60,0.528669,0.950027,8.50
0.30,0.328349,0.961958,8.50
0.70,0.511888,0.961869,8.50
1.10,0.272017,0.841177,8.50
1.90,-0.242214,0.086385,8.40
1.00,0.337634,0.815643,8.50
5.70,-0.516631,-0.127744,8.40
5.50,-0.482074,0.126805,8.40
1.60,-0.028962,0.427690,8.50
1.70,-0.091220,0.340636,8.50
2.00,-0.296743,0.116061,8.50
2.10,-0.350632,0.056000,8.50
0.80,0.470688,0.930193,8.50
6.10,-0.289859,0.511033,8.40
1.80,-0.170288,0.199298,8.50
1.90,-0.240852,0.090489,8.50
3.50,0.441210,0.846184,8.50
3.30,0.304206,0.484482,8.50
3.40,0.405835,0.699480,8.50
1.20,0.214559,0.803210,8.50
3.60,0.525249,0.899232,8.50
3.80,0.531658,0.950629,8.50
3.90,0.487333,0.867979,8.50
3.70,0.554847,0.974287,8.50
4.30,0.290906,0.838980,8.50
1.40,0.076762,0.584564,8.50
1.30,0.150841,0.720887,8.50
4.20,0.344733,0.912150,8.50
1.50,0.013002,0.398503,8.50
3.00,-0.272928,-0.035868,8.50
3.10,-0.121733,0.030947,8.50
2.20,-0.398909,-0.052231,8.50
2.30,-0.446342,-0.144207,8.50
2.40,-0.493937,-0.210544,8.50
2.90,-0.390913,0.023338,8.50
2.70,-0.514026,-0.187762,8.50
2.80,-0.412307,0.016572,8.50
2.60,-0.553004,-0.204102,8.50
2.50,-0.531572,-0.221614,8.50
3.20,0.168159,0.645101,8.50
5.40,-0.418668,0.304909,8.50
0.90,0.406852,0.839145,8.50
5.70,-0.523300,-0.097464,8.50
4.00,0.439173,0.813483,8.50
5.50,-0.477939,0.172638,8.50
5.60,-0.515462,0.017567,8.50
4.40,0.229678,0.719872,8.50
4.50,0.157974,0.637571,8.50
4.60,0.078074,0.632824,8.50
4.70,0.019618,0.704866,8.50
4.80,-0.022834,0.695356,8.50
6.10,-0.276393,0.329775,8.50
6.20,-0.129442,0.188741,8.50
0.00,0.000000,-0.000000,8.60
4.90,-0.090047,0.509059,8.50
0.10,0.151410,0.466325,8.60
0.20,0.293999,0.577298,8.60
0.60,0.526219,0.931098,8.60
0.70,0.510696,0.962677,8.60
0.40,0.442572,0.744342,8.60
0.50,0.537092,0.954408,8.60
0.30,0.368196,0.782255,8.60
5.20,-0.285972,0.612341,8.50
5.10,-0.229118,0.468313,8.50
4.10,0.392314,0.902564,8.50
6.00,-0.352387,0.430842,8.50
1.50,0.013076,0.401331,8.60
1.60,-0.027768,0.436056,8.60
1.90,-0.235766,0.099973,8.60
1.10,0.268331,0.862055,8.60
1.70,-0.088426,0.343373,8.60
1.20,0.210718,0.808384,8.60
0.90,0.403636,0.867060,8.60
1.00,0.334540,0.826197,8.60
5.80,-0.538425,-0.153068,8.50
5.00,-0.164575,0.462813,8.50
0.80,0.467296,0.930834,8.60
1.80,-0.169643,0.192301,8.60
5.90,-0.415214,0.132753,8.50
2.60,-0.548508,-0.190763,8.60
2.80,-0.421905,-0.084488,8.60
2.70,-0.509454,-0.181359,8.60
2.90,-0.396795,0.021810,8.60
2.30,-0.442692,-0.128560,8.60
2.40,-0.489088,-0.197899,8.60
3.00,-0.293972,0.008900,8.60
3.10,-0.078109,0.456731,8.60
1.30,0.147179,0.715322,8.60
2.50,-0.534775,-0.209536,8.60
1.40,0.073176,0.579515,8.60
2.20,-0.398688,-0.043449,8.60
3.20,0.142872,0.711464,8.60
4.50,0.156297,0.647397,8.60
4.60,0.075922,0.634174,8.60
5.30,-0.344700,0.589233,8.60
5.20,-0.277103,0.704957,8.60
5.30,-0.351018,0.568449,8.50
4.70,0.019445,0.710817,8.60
4.80,-0.021487,0.686534,8.60
4.90,-0.084992,0.548168,8.60
5.10,-0.226870,0.449792,8.60
5.00,-0.157369,0.545205,8.60
5.70,-0.526767,-0.131925,8.60
0.00,0.000000,-0.000000,8.70
5.80,-0.549073,-0.152332,8.60
5.90,-0.389827,0.164513,8.60
6.00,-0.341253,0.165104,8.60
6.20,-0.125742,0.273546,8.60
5.40,-0.414952,0.280974,8.60
2.00,-0.296120,0.123749,8.60
6.10,-0.275895,0.277568,8.60
0.10,0.144315,0.667186,8.70
5.50,-0.474242,0.231305,8.60
4.10,0.387416,0.892358,8.60
4.20,0.339561,0.921409,8.60
3.30,0.321287,0.596033,8.60
3.50,0.423817,0.780891,8.60
3.40,0.399685,0.708343,8.60
3.70,0.551152,0.961090,8.60
3.80,0.526695,0.940246,8.60
3.90,0.481333,0.860552,8.60
4.00,0.436754,0.819330,8.60
4.40,0.225944,0.715050,8.60
2.10,-0.347435,0.058261,8.60
3.60,0.518700,0.985786,8.60
0.80,0.464363,0.925896,8.70
0.60,0.524226,0.963656,8.70
0.70,0.504864,0.963461,8.70
1.00,0.328917,0.804040,8.70
1.10,0.263292,0.829144,8.70
0.90,0.401210,0.857581,8.70
1.60,-0.026936,0.434647,8.70
1.30,0.147915,0.701363,8.70
1.20,0.207767,0.797024,8.70
1.40,0.073997,0.579199,8.70
1.50,0.010976,0.394808,8.70
5.60,-0.514090,0.030942,8.60
1.70,-0.086108,0.339927,8.70
0.40,0.449024,0.689915,8.70
0.50,0.552091,0.937054,8.70
0.30,0.331289,0.774980,8.70
0.20,0.301084,0.543870,8.70
2.50,-0.527002,-0.209185,8.70
2.60,-0.551239,-0.194746,8.70
2.80,-0.433714,-0.130837,8.70
2.70,-0.519827,-0.184155,8.70
2.20,-0.393236,-0.048508,8.70
2.30,-0.437466,-0.124130,8.70
2.90,-0.396732,-0.005280,8.70
1.80,-0.164640,0.206411,8.70
2.40,-0.479231,-0.202972,8.70
4.30,0.284835,0.829748,8.60
1.90,-0.229050,0.099364,8.70
2.10,-0.344504,0.055989,8.70
3.10,-0.088815,0.149146,8.70
3.00,-0.323922,0.103482,8.70
3.20,0.129443,0.565801,8.70
4.20,0.336553,0.895577,8.70
4.30,0.280301,0.821906,8.70
4.40,0.222637,0.710583,8.70
4.50,0.153705,0.640098,8.70
4.70,0.019302,0.716770,8.70
4.60,0.075403,0.652519,8.70
3.90,0.477571,0.828059,8.70
4.80,-0.022739,0.673459,8.70
3.70,0.551542,0.995296,8.70
3.40,0.409485,0.659454,8.70
3.30,0.341251,0.736795,8.70
5.00,-0.156395,0.524789,8.70
3.50,0.452808,0.890311,8.70
3.60,0.526303,0.981650,8.70
2.00,-0.292772,0.131364,8.70
0.00,0.000000,-0.000000,8.80
0.10,0.154205,0.650154,8.80
0.30,0.352554,0.765798,8.80
0.40,0.425804,0.760260,8.80
0.20,0.316689,0.807491,8.80
4.90,-0.085779,0.561974,8.70
0.90,0.396511,0.854450,8.80
4.00,0.431462,0.814569,8.70
3.80,0.523196,0.971099,8.70
0.50,0.560721,0.901833,8.80
